link,headline,category,date,timestamp,story
https://www.thestar.com.my/business/business-news/2019/03/12/conference-positive-factors-to-buoy-cpo-prices/,Conference: Positive factors to buoy CPO prices,Palm Oil,"Tuesday, 12 Mar 2019",,"KUALA LUMPUR: Higher Indonesia biodiesel mandate, slower palm oil supply growth for Indonesia and increase in palm oil demand from China will be the key factors to pare down the high palm oil stocks  and help raise crude palm oil (CPO) prices, according to the key takeways from the recent Annual Palm and Lauric Oils Conference (POC 2019).CIMB Equities Research said overall, the speakers expected global palm oil demand to outstrip supply in 2019 but they had different price views due to differing expectations on how well the additional palm oil supply will be absorbed by the market at different price points."
https://www.thestar.com.my/business/business-news/2019/03/12/kip-group-eyeing-four-new-shopping-malls/,KIP Group eyeing four new shopping malls,Property,"Tuesday, 12 Mar 2019",,"SUNGAI BULOH: Property developer KIP Group will see the number of shopping malls in its portfolio increase to 12, from eight currently, over the next three years.Group CEO Valerie Ong said this included six properties that had already been injected into its listed entity, KIP Real Estate Investment Trust (REIT), and four new shopping malls in the pipeline."
https://www.thestar.com.my/business/business-news/2019/03/12/small-telcos-are-big-winners/,Small telcos are big winners,Corporate News,"Tuesday, 12 Mar 2019",,"PETALING JAYA: Smaller telcos appear to be absorbing the growth rate in Malaysian cellular subscriber base, with the big three telcos witnessing declines.According to Affin Hwang Capital Research, most of the growth in subscribers had gone to the smaller telco players including U-Mobile, Telekom Malaysia (TM) and mobile virtual network operators."
https://www.thestar.com.my/business/business-news/2019/03/11/amtek-shares-plunge-18pc-on-delisting-risk/,Amtek shares plunge 18% on delisting risk,Stock on the Move,"Monday, 11 Mar 2019",9:35 AM MYT,"KUALA LUMPUR: Shares of Amtek Holdings Bhd  tumbled 18% on Monday as the company faces delisting risk by end of the month. The Practice Note 17 (PN17) company plunged 18.92%, or seven sen to 30 sen in early trade on thin volume."
https://www.thestar.com.my/business/business-news/2019/03/11/aminvest-research-favours-dialog-serba-dinamik-yinson/,"AmInvest Research favours Dialog, Serba Dinamik, Yinson",Analyst Reports,"Monday, 11 Mar 2019",10:04 AM MYT,"KUALA LUMPUR: AmInvestment Research is neutral on the oil and gas sector due to the volatility in oil price direction over the next six months and the lingering balance sheet risks of Malaysian operators such as Bumi Armada .It said on Monday the other factors were the unresolved US-China trade dispute, deteriorating global economic growth outlook and easing of US pipeline constraints."
https://www.thestar.com.my/business/business-news/2019/03/11/foreign-selling-intensified-to-rm903-2mil-last-week/,Foreign selling intensified to RM903.2mil last week,Markets,"Monday, 11 Mar 2019",10:19 AM MYT,"KUALA LUMPUR: Foreign selling of Malaysian equities on Bursa Malaysia intensified to RM903.2mil last week, the highest attrition in 21 weeks, according to MIDF Research. The research house said offshore investors marked their fourth straight week of exiting Malaysia, at a relatively stronger pace."
https://www.thestar.com.my/business/business-news/2019/03/11/msci-hkex-to-launch-futures-contracts-on-china-share-index/,"MSCI, HKEX to launch futures contracts on China share index",Markets,"Monday, 11 Mar 2019",11:53 AM MYT,"SHANGHAI/HONG KONG: Global index publisher MSCI and the Hong Kong stock exchange said on Monday they will launch futures contracts on the MSCI China A Index to provide a hedging tool as international investor interest in Chinese mainland shares surges.The license agreement with Hong Kong Exchanges and Clearing Ltd (HKEX), which will launch the new product, came less than two weeks after MSCI announced it would quadruple the weighting of Chinese shares in its global benchmarks later this year."
https://www.thestar.com.my/business/business-news/2019/03/11/ubs-stanchart-agree-to-settle-2009-hk-ipo-misconduct-case/,"UBS, StanChart agree to settle 2009 HK IPO misconduct case",Corporate News,"Monday, 11 Mar 2019",11:57 AM MYT,"HONG KONG: UBS Group AG and Standard Chartered PLC have agreed to settle a case of alleged misconduct related to a 2009 initial public offering (IPO) in Hong Kong, a counsel for the market regulator said at a tribunal hearing on Monday.Swiss banking giant UBS was set to appeal on Monday against an unprecedented 18-month ban on leading IPOs in Hong Kong, imposed, sources had said, for its role in the listing of a firm which subsequently collapsed."
https://www.thestar.com.my/business/business-news/2019/03/11/pound-falls-as-may-seen-failing-to-get-brexit-votes/,Pound falls as May seen failing to get Brexit votes,Forex,"Monday, 11 Mar 2019",12:08 PM MYT,"TOKYO: The pound fell for an eighth day, the longest-losing streak in 10 months, as reports circulated that Prime Minister Theresa May is losing support for her Brexit vote and possibly her own position.Sterling slid 0.4% to 1.2966 after May failed to secure significant concessions from the European Union in the latest round of talks. She should put the vote on hold, the Times said."
https://www.thestar.com.my/business/business-news/2019/03/11/gloomy-economic-data-send-investors-to-the-sidelines/,Gloomy economic data send investors to the sidelines,Markets,"Monday, 11 Mar 2019",12:57 PM MYT,KUALA LUMPUR: Investors continued to sell down on local equity as last Friday's global rout and persistently soft economic data gave more reason for caution.World markets ended Friday on a sharply softer note following much worse-than-expected Chinese trade data while weaker US employment figures showed further signs of a slowing economy.
https://www.thestar.com.my/business/business-news/2019/03/11/third-national-car-not-a-flying-car-says-deputy-miti-minister/,"Third national car not a flying car, says deputy MITI minister",Auto,"Monday, 11 Mar 2019",12:58 PM MYT,"KUALA LUMPUR: The third national car will not be a flying car, Deputy Minister of International Trade and Industry Minister Dr Ong Kian Ming clarified, following misconceptions that the two are related projects.""The third national car, as far as I know, will not be a flying car. I haven't seen the prototype and I'm not privy to the details of what this car would be but it is likely that the flying car will not be something that will be able to be produced and sold at a commercial mass basis,"" he said during a question and answer session during the CIMB Asean Research Institute (CARI) exclusive dialogue here."
https://www.thestar.com.my/business/business-news/2019/03/11/malaysia-airlines-has-no-boeing-737-max-planes-in-its-fleet/,Malaysia Airlines has no Boeing 737 Max planes in its fleet,Airlines,"Monday, 11 Mar 2019",1:23 PM MYT,"KUALA LUMPUR: Malaysia Airlines Bhd said it has written to Boeing seeking for more technical details ahead of the delivery of its order expected in 2020, according to an emailed statement from the company.""It is still too early to make any comments as the cause of the Ethiopian airline crash has yet to be ascertained,"" it said on Monday."
https://www.thestar.com.my/business/business-news/2019/03/11/four-apft-shareholders-seek-removal-of-directors/,Four APFT shareholders seek removal of directors ,Corporate News,"Monday, 11 Mar 2019",1:54 PM MYT,"KUALA LUMPUR: Four shareholders of flight training school APFT Bhd , who owned a combined 11.26% stake, are seeking an EGM to remove three directors.The four are Heng Yong Kang @ Wang Yong Kang, Tan Pow Choo @ Wong Seng Eng, Koh Boon Poh and Tan Bee Yook who own a total of 151.09 million shares."
https://www.thestar.com.my/business/business-news/2019/03/11/four-new-shopping-malls-in-the-pipeline-for-kip-group/,Four new shopping malls in the pipeline for KIP Group,Corporate News,"Monday, 11 Mar 2019",2:09 PM MYT,"SUNGAI BULOH: Property developer KIP Group will see the number of shopping malls in its portfolio increase to 12, from eight currently, over the next three years.Group CEO Valerie Ong said this included six properties that had already been injected into its listed entity, KIP Real Estate Investment Trust (REIT), and four new shopping malls in the pipeline."
https://www.thestar.com.my/business/business-news/2019/03/11/slight-uptick-in-january-job-data/,Slight uptick in January job data,Economy,"Monday, 11 Mar 2019",2:23 PM MYT,"KUALA LUMPUR: Malaysia recorded a slight increase in the labour force participation rate at 68.6% while the unemployment rate remained at 3.3% in January 2019, according to the Statistics Department.Chief statistician Datuk Seri Dr Mohd Uzir Mahidin said on Monday the labour force participation rate in January 2019 increased by 0.1 percentage point to 68.6% on-month and increased by 0.4 percentage points on-year."
https://www.thestar.com.my/business/business-news/2019/03/11/hsbc-chases-asias-wealthiest-with-new-ultra-high-net-worth-team/,HSBC chases Asia's wealthiest with new ultra-high net-worth team,Banking,"Monday, 11 Mar 2019",3:09 PM MYT,"HONG KONG: HSBC Holdings Plc is taking aim at the very richest clients in the world’s fastest growing region for wealth.The London-based bank is building an ultra-high-net-worth team in Asia for clients with assets of about $30 million or more, according to Tan Siew Meng, Asia Pacific head of global private banking."
https://www.thestar.com.my/business/business-news/2019/03/11/investor-fomo-could-lift-china-stocks-50pct-goldman-says/,"Investor FOMO could lift China stocks 50%, Goldman says",Markets,"Monday, 11 Mar 2019",3:17 PM MYT,"SINGAPORE: China A shares could be poised for big gains as “fear of missing out” takes hold, according to Goldman Sachs Group Inc.The Shanghai Shenzhen CSI 300 Index of A-share stocks “would give approximately 50 percent and 15 percent potential upside from current levels if retail optimism were to return to its peak in 2015 and 2018 respectively,” Goldman strategists led by Kinger Lau wrote in a report Sunday."
https://www.thestar.com.my/business/business-news/2019/03/11/japan-court-blocks-ex-nissan-boss-ghosn-from-attending-board-meeting/,Japan court blocks ex-Nissan boss Ghosn from attending board meeting,Corporate News,"Monday, 11 Mar 2019",4:37 PM MYT,"TOKYO: A Tokyo court on Monday denied ousted Nissan boss Carlos Ghosn's request to attend a board meeting this week, broadcaster NHK reported, blocking what would have been a dramatic face off with the colleagues he has accused of fomenting a coup.Ghosn, released last week on a $9 million bail after spending more than 100 days in detention, had applied to the Tokyo District Court for permission to attend Tuesday's board meeting, as per bail conditions, his lawyer Junichiro Hironaka told reporters earlier."
https://www.thestar.com.my/business/business-news/2019/03/11/saudi-arabia-to-cut-crude-oil-exports-in-april/,Saudi Arabia to cut crude oil exports in April,Oil & Gas,"Monday, 11 Mar 2019",4:48 PM MYT,"DUBAI: Saudi Arabia plans to cut its crude oil exports in April to below 7 million barrels per day (bpd), while keeping its output ""well below"" 10 million bpd, a Saudi official said on Monday, as the kingdom seeks to drain a supply glut and support oil prices.State-owned Saudi Aramco's oil allocations for April are 635,000 bpd below customers' nominations -- requests made by refiners and clients for Saudi crude, the Saudi official said."
https://www.thestar.com.my/business/business-news/2019/03/11/banks-drag-klci-to-lowest-close-since-late-december/,Banks drag KLCI to lowest close since late December,Markets,"Monday, 11 Mar 2019",5:37 PM MYT,"KUALA LUMPUR: Foreign selling of bank stocks dragged the FBM KLCI to the weakest close since Dec 21 last year, making Malaysia's stock market the worst performer in Asia.At 5pm, the KLCI was down 15.27 points or 0.91% to 1,664.63 and year-to-date, it is down 1.53%."
https://www.thestar.com.my/business/business-news/2019/03/11/boeing-shares-fall-after-second-deadly-737-max-8-crash/,Boeing shares fall after second deadly 737 MAX 8 crash,Corporate News,"Monday, 11 Mar 2019",5:53 PM MYT,"BENGALURU: Shares of Boeing Co slid 9 percent in early trading on Monday as many airlines grounded the planemaker’s best selling 737 MAX 8 passenger jet following the second deadly crash involving the plane.A Nairobi-bound Boeing 737 MAX 8 operated by Ethiopian Airlines crashed minutes after takeoff from Addis Ababa on Sunday, killing all 157 on board. The same model flown by Lion Air crashed off the coast of Indonesia in October, killing all 189 on board."
https://www.thestar.com.my/business/business-news/2019/03/11/asean-markets-subdued-as-weak-us-jobs-data-deepens-global-growth-concerns/,Asean markets subdued as weak US jobs data deepens global growth concerns,Markets,"Monday, 11 Mar 2019",6:24 PM MYT,"BENGALURU: Southeast Asian stocks slipped on Monday, with Philippines losing most as weak U.S. employment data following last week's disappointing China trade data aggravated concerns about a slowdown in global growth.Shares in the region fell after data showed that headline U.S. jobs growth stalled in February to register the smallest gain since September 2017, rattling investors who were still reeling from weak trade data posted by China on Friday."
https://www.thestar.com.my/business/business-news/2019/03/12/govt-may-extend-housing-loan-tenure/,Govt may extend housing loan tenure,Property,"Tuesday, 12 Mar 2019",,PETALING JAYA: The property glut shows no signs of abating and the government is considering raising the maximum tenure of housing loan to 40 years to reduce the overhang.Industry sources said extending the tenure of loans may not be in the best interest of buyers but will help property developers shaved off their inventory of houses that is becoming problematic for the industry.
https://www.thestar.com.my/business/business-news/2019/03/11/boe-tells-some-uk-lenders-to-triple-amount-of-liquid-assets-before-brexit/,BOE tells some UK banks to triple amount of liquid assets before Brexit,Corporate News,"Monday, 11 Mar 2019",6:38 AM MYT,"LONDON: The Bank of England has told some UK lenders to triple the amount of easy-to-sell assets they hold to help them weather any no-deal Brexit crisis, the Financial Times reported on Sunday, citing people familiar with the situation."
https://www.thestar.com.my/business/business-news/2019/03/11/berlin-backs-deutsche-bank-merger-despite-risk-of-shortfall/,Berlin backs Deutsche Bank merger despite risk of shortfall,Corporate News,"Monday, 11 Mar 2019",6:44 AM MYT,"FRANKFURT: Berlin is so worried about the health of Deutsche Bank that it pushed for a merger with rival Commerzbank even though it could open up a huge financial shortfall, a German official told Reuters.Deutsche Bank's management board has agreed to hold talks with Commerzbank about the feasibility of a merger. The state owns a 15 percent stake of Commerzbank and is expected to be a shareholder in the new group."
https://www.thestar.com.my/business/business-news/2019/03/11/in-mondays-budget-trump-to-ask-congress-for-$8dot6-billion-for-border-wall/,"In Monday's budget, Trump to ask Congress for $8.6bil for border wall",Corporate News,"Monday, 11 Mar 2019",6:52 AM MYT,"WASHINGTON: President Donald Trump on Monday will ask the U.S. Congress for an additional $8.6 billion to help pay for his promised wall on the U.S-Mexico border to combat illegal immigration and drug trafficking, officials familiar with his 2020 budget request told Reuters.The demand, which drew swift criticism from Democrats, is more than six times what Congress allocated for border projects in each of the past two fiscal years, and 6 percent more than Trump has corralled by invoking emergency powers this year."
https://www.thestar.com.my/business/business-news/2019/03/11/rm3bil-home-sales-target-seen-too-optimistic/,RM3bil home sales target seen ‘too optimistic’,Property,"Monday, 11 Mar 2019",,"PETALING JAYA: The aspiration of hitting RM3bil in sales during the six-month Home Ownership Campaign (HOC) 2019 will be a tall order, in spite of the slew of initiatives being offered by the government and developers, say property consultants.CBRE|WTW managing director Foo Gee Jen believes that the target might be a little too optimistic."
https://www.thestar.com.my/business/business-news/2019/03/11/more-pressure-on-malaysias-banking-system/,More pressure on Malaysia's banking system,Banking,"Monday, 11 Mar 2019",,"PETALING JAYA: The pressure on the banking sector is not expected to ease anytime soon, with more analysts lowering their core projected figures this year.After witnessing moderate growth for the sector in the final quarter of last year from lower provisions, there are strong signals for further cuts in earnings and loan growth this year. Apart from a slower growth this year, the ongoing margin pressure would be a drag on most banks’ bottom lines and loan growth."
https://www.thestar.com.my/business/smebiz/2019/03/11/drones-soar-higher/,Drones soar higher,SMEBiz,"Monday, 11 Mar 2019",,"Unmanned aerial vehicles or UAVs, commonly known as drones, are evolving from specialist gadgets to consumer electronics items on the one hand and industrial tools on the other.In the process, they are spawning an industry that is promising huge revenues and global scale, redefining smart mobility and enhancing all walks of life."
https://www.thestar.com.my/business/business-news/2019/03/11/saudis-falih-says-no-opec-output-policy-change-until-june/,Saudi oil minister says no Opec+ output policy change until June,Oil & Gas,"Monday, 11 Mar 2019",7:04 AM MYT,"NEW DELHI: Saudi oil minister Khalid al-Falih said on Sunday it would be too early to change OPEC+ output policy at the group's meeting in April and that China and the U.S. would lead healthy global demand for oil this year.The Organization of the Petroleum Exporting Countries and its allies such as Russia -- known as the OPEC+ alliance -- will meet in Vienna on April 17-18, with another gathering scheduled for June 25-26."
https://www.thestar.com.my/business/business-news/2019/03/11/powell-fed-not-in-any-hurry-to-change-rates-amid-global-risks/,Powell: Fed not in 'any hurry' to change rates amid global risks(Update),Economy,"Monday, 11 Mar 2019",7:15 AM MYT,"WASHINGTON:  Federal Reserve Chairman Jerome Powell said on Sunday the U.S. central bank does ""not feel any hurry"" to change the level of interest rates again as it watches how a slowing global economy affects local conditions in the United States.Rates are currently ""appropriate,"" Powell said in a wide-ranging interview with CBS's 60 Minutes news show in which he called the current rate level ""appropriate"" and ""roughly neutral,"" meaning it is neither stimulating or curbing the economy."
https://www.thestar.com.my/business/business-news/2019/03/11/softbanks-son-finds-more-love-for-early-stage-investing-new-fund-planned/,"SoftBank's Son finds more love for early-stage investing, new fund planned",Corporate News,"Monday, 11 Mar 2019",7:21 AM MYT,"SEOUL/TOKYO: SoftBank Group Corp has expanded its appetite for early-stage startups, with a venture capital unit set to launch its biggest fund for early investments as it opens new offices in Asia.The global fund from newly rebranded Seoul-based SoftBank Ventures Asia will be worth as much as $500 million and could launch next month, its CEO JP Lee told Reuters in an interview."
https://www.thestar.com.my/business/business-news/2019/03/11/us-china-near-currency-deal/,"US, China near currency deal",Forex,"Monday, 11 Mar 2019",8:13 AM MYT,"BEIJING:China’s top central banker signaled that Beijing and Washington are getting close to reaching a currency deal as part of their continuing negotiations to settle a yearlong trade battle. “Both sides have reached consensus on many crucial and important issues,” People’s Bank of China Gov. Yi Gang said at a news conference Sunday, held on the sidelines of the nation’s annual legislative session.As part of the accord, Mr. Yi said, China won’t engage in competitive devaluation to give Chinese exporters a leg up in foreign markets—a commitment Chinese officials have also made in multilateral agreements such as those among the Group of 20 industrial nations. “This is what we promised,” he emphasized. “Absolutely we won’t do this.”How China manages its currency has been a point of contention between Washington and Beijing for years. President Trump was vocal throughout his election campaign in saying China manipulates the yuan to gain an advantage in trade by making its products relatively cheaper. Mr. Trump repeated the charge last year, when the yuan’s plunge aroused suspicion that Beijing was pushing down its value to offset U.S. tariffs on Chinese products."
https://www.thestar.com.my/business/business-news/2019/03/11/cimb-research-retains-neutral-on-beverages/,CIMB Research retains neutral on beverages,Analyst Reports,"Monday, 11 Mar 2019",8:21 AM MYT,"KUALA LUMPUR: CIMB Equities Research is retaining its Neutral outlook on beverages while its top picks are Berjaya Food  and Power Root.It said on Monday the implementation of levy on sugary ready-to-drink beverages in Malaysia will be delayed by three months to July 1, 2019 from April 1 previously."
https://www.thestar.com.my/business/business-news/2019/03/11/affin-hwang-maintains-neutral-on-telco-sector-digi-is-top-pick/,"Affin Hwang maintains neutral on telco sector, Digi is top pick",Analyst Reports,"Monday, 11 Mar 2019",8:53 AM MYT,"KUALA LUMPUR:  Affin Hwang Capital research is neutral on the telco sector after it emerged from a combined net loss of RM1.6bil in 2018.It said in a research note that three of the four telcos, except Maxis, are expecting growth in operating profit driven by better cost controls and margin improvement."
https://www.thestar.com.my/business/business-news/2019/03/11/positive-factors-to-buoy-cpo-prices/,Positive factors to buoy CPO prices,Analyst Reports,"Monday, 11 Mar 2019",8:58 AM MYT,"KUALA LUMPUR: A higher Indonesia biodiesel mandate, slower palm oil supply growth for Indonesia and higher palm oil demand from China will be the key factors to pare down the high palm oil stocks currently and help raise crude palm oil (CPO) prices, according to the key takeways from the recent Annual Palm and Lauric Oils Conference.CIMB Equities Research said on Monday that overall, the speakers expect global palm oil demand to outstrip supply in 2019 but they had different price views due to differing expectations on how well the additional palm oil supply will be absorbed by the market at different price points."
https://www.thestar.com.my/business/business-news/2019/03/11/trading-ideas-econpile-yong-tai-seacera-comintel-amtek/,"Trading ideas: Econpile, Yong Tai, Seacera, Comintel, Amtek",Analyst Reports,"Monday, 11 Mar 2019",8:58 AM MYT,"KUALA LUMPUR: Econpile Holdings Bhd , Yong Tai Bhd , Seacera Group Bhd , Comintel Corp Bhd  (Comcorp) and Amtek Holdings Bhd  are among the stocks to watch on Monday, according to JF Apex Research. Econpile has bagged an 18-month contract worth RM68.8mil involving piling, pilecap and basement works for the Terra Putrajaya Project in Precinct 3, Putrajaya."
https://www.thestar.com.my/business/business-news/2019/03/11/midf-maintains-earnings-assumptions-for-reits/,MIDF maintains earnings assumptions for REITs,Analyst Reports,"Monday, 11 Mar 2019",9:04 AM MYT,"KUALA LUMPUR: MIDF research has maintained most of its earnings assumptions for REITS under its coverage as their performance in 4Q2018 came mostly in line.""On year-on-year basis, REITs under our coverage reported mixed earnings with 6 recorded higher and 2 registered lower CNIs compared to the previous corresponding cumulative period. Altogether, the results were within our expectations,"" it said."
https://www.thestar.com.my/business/business-news/2019/03/11/oil-rises-as-opecs-output-cuts-set-to-continue/,Oil price rises as Opec's output cuts set to continue,Oil & Gas,"Monday, 11 Mar 2019",9:08 AM MYT,"SINGAPORE: Oil prices edged up on Monday after Saudi oil minister Khalid al-Falih said an end to OPEC-led supply cuts was unlikely before June, while a report showed U.S. drilling activity fell for a third straight week.The news took downward pressure from oil markets that had built the previous week on the back of surging U.S. crude output and an economic slowdown especially in Asia and Europe."
https://www.thestar.com.my/business/business-news/2019/03/11/asian-shares-decline-as-us-jobs-data-clouds-global-outlook/,Asian shares struggle after US payrolls shock(Update),Markets,"Monday, 11 Mar 2019",9:13 AM MYT,"TOKYO: Asian shares struggled for traction on Monday after U.S. employment data raised doubts about the strength of the global economy, while investor jitters ahead of crucial Brexit votes in the UK parliament this week weighed on the pound.MSCI's broadest index of Asia-Pacific shares outside Japan was little changed from Friday's three-week low, with broad weakness offset by small gains in Chinese shares."
https://www.thestar.com.my/business/business-news/2019/03/11/econpile-shares-lifted-by-contract-wins/,Econpile shares lifted by contract wins,Stock on the Move,"Monday, 11 Mar 2019",9:18 AM MYT,"KUALA LUMPUR: Econpile Holdings Bhd  shares rose 4% in early trade Monday after the company said it had secured a RM68.8mil contract in Putrajaya. The piling specialist traded up 4.21%, or two sen to 50.5 sen with over 10 million shares traded."
https://www.thestar.com.my/business/business-news/2019/03/11/cautious-start-to-the-week-for-klci/,Cautious start to the week for KLCI,Markets,"Monday, 11 Mar 2019",9:19 AM MYT,"KUALA LUMPUR: Blue chips got off on a cautious note on Monday, in line the key Asian markets, as investors were staying mostly on the sidelines in the absence of strong leads from funds.At 9.10am, the FBM KLCI was down 0.29 of a point or 0.02% to 1,679.51. Turnover was 184.123 million shares valued at RM112.46mil. There were 145 gainers, 145 losers and 193 counters unchanged."
https://www.thestar.com.my/business/business-news/2019/03/11/malaysian-palm-oil-market-factors-to-watch-march-11/,Malaysian palm oil/Vegoils: Market factors to watch Monday March 11,Palm Oil,"Monday, 11 Mar 2019",9:21 AM MYT,"KUALA LUMPUR: The following factors are likely to influence Malaysian palm oil futures and other vegetable oil markets on Monday March 11.FUNDAMENTALS* Malaysian palm oil futures reversed early gains to close lower on Friday, charting a third straight day of losses on weaker demand outlook."
https://www.thestar.com.my/business/business-news/2019/03/11/its-time-to-find-out-how-the-worlds-no-2-economy-is-faring/,It’s time to find out how the world’s No. 2 economy is faring,Business News,"Monday, 11 Mar 2019",,"LONDON: Investors will this week finally get a comprehensive read of how China’s economy is faring this year as worries mount over the outlook for the rest of the world.Retail sales, investment, credit and industrial production data for January and February are all scheduled for release just as the National People’s Congress is set to wrap up with a speech on Friday from Premier Li Keqiang."
https://www.thestar.com.my/business/business-news/2019/03/11/housing-shares-dependent-on-us-economy-easing/,Housing shares dependent on US economy easing,Business News,"Monday, 11 Mar 2019",,"NEW YORK: The pace of US economic growth may prove to be critical for shares of homebuilders, which have climbed sharply as spring approaches. An easing economy that allows for lower interest rates supports an optimistic outlook for the industry, investors say, but any hints of a sustained downturn could sink shares.So far this year, the PHLX Housing Index has jumped 16.3%, versus a 9% advance for the benchmark S&P 500."
https://www.thestar.com.my/business/business-news/2019/03/11/return-to-qe-on-the-table/,Return to QE on the table,Business News,"Monday, 11 Mar 2019",,"SAN FRANCISCO: Bond-fund managers are starting to whisper about the prospect of more Federal Reserve quantitative easing (QE) to fight the next US downturn, underscoring just how acute concerns over flagging global growth have become less than three months after the central bank last raised interest rates.Gene Tannuzzo at Columbia Threadneedle says the likelihood the Fed resumes bond buying in 2020 is increasing as a rising tide of risks prompt monetary officials the world over to pivot toward more accommodative policy."
https://www.thestar.com.my/business/smebiz/2019/03/11/baristas-behind-bars-uk-prisoners-swap-crime-for-coffee/,Baristas behind bars: UK prisoners swap crime for coffee,SMEBiz,"Monday, 11 Mar 2019",,"Every morning, the whirr of an industrial-scale coffee roaster and the sharp hiss of a milk frother can be heard as customers queue to get their caffeine fix at a most unusual spot: inside one of Britain’s toughest young offenders prisons.Staffed by prisoners aged 18 to 21, the Redemption Roasters cafe inside Aylesbury prison, about 50 miles (80 km) northwest of London, trains inmates with specialty coffee skills in a bid to help them to find jobs upon release."
https://www.thestar.com.my/business/smebiz/2019/03/11/online-boom-delivers-returns-for-central-european-warehouses/,Online boom delivers returns for central European warehouses,SMEBiz,"Monday, 11 Mar 2019",,"Online retailers racing to build warehouses in central Europe are propelling the region’s real estate market to new heights and Asian investors on the hunt for higher yields are getting in on the act. Short distances to customers in bigger markets such as Germany, cheaper labour costs and good transportation links all helped attract a record €2.8bil (RM12.9bil) of investment into the region’s warehousing market last year."
https://www.thestar.com.my/business/smebiz/2019/03/11/sarawak-steps-up-in-building-startup-ecosystem/,Sarawak steps up in building startup ecosystem,SMEBiz,"Monday, 11 Mar 2019",,TABUNG Ekonomi Gagasan Anak Bumiputera Sarawak (TEGAS) is welcoming applications for the second cohort of the TEGAS Pre-Accelerator Bootcamp (TPAB). The bootcamp is organised in line with TEGAS’ mission of promoting entrepreneurship in Sarawak.
https://www.thestar.com.my/business/smebiz/2019/03/11/a-different-route-to-the-chinese-market/,A different route to the Chinese market,SMEBiz,"Monday, 11 Mar 2019",,"THE launch of the “Truly Malaysia Programme - Hong Kong is your doorway to China” early this year will help the 908,000 Malaysian SMEs reach Hong Kong retail shores. This is a good platform for local businesses to tap the 1.3 billion Chinese consumer markets, both offline and online, through the new online-to-offline/offline-to-online (O2O) retail concept."
https://www.thestar.com.my/business/smebiz/2019/03/11/company-turns-to-ecf-for-funds/,Company turns to ECF for funds,SMEBiz,"Monday, 11 Mar 2019",,"ECOTECH Sales & Services Sdn Bhd is aiming to be the largest air-conditioner servicing company in Malaysia. And founder Yeo Weng Keong believes it can do this with an app ­– Airforce.The company is looking to raise RM960,000 to RM3mil on equity crowdfunding platform Ata Plus to fund its app development, expansion and working capital for the next three years."
https://www.thestar.com.my/business/smebiz/2019/03/11/uncertainty-weighs-on-smes/,Uncertainty weighs on SMEs,SMEBiz,"Monday, 11 Mar 2019",,"WHILE many have projected slower growth for the country’s economy, Malaysia is still expecting to enjoy encouraging growth. Additionally, Malaysia, along with other Asean countries, is expected to benefit from orders coming to the region due to the ongoing US-China trade war."
https://www.thestar.com.my/business/smebiz/2019/03/11/seouls-coworking-space-ushers-in-golden-age/,Seoul’s co-working space ushers in golden age,SMEBiz,"Monday, 11 Mar 2019",,"The concept of the “sharing economy” has caught on in South Korea, but not as much as the enthusiasts had imagined. Uber, the most controversial example, was unable to enter for legal reasons, and others such as Airbnb-like house-sharing services are still fumbling to overcome regulatory hurdles. In a way, co-working spaces are the lone shining star in the sector, with experts predicting the trend to continue for years."
https://www.thestar.com.my/business/business-news/2019/03/11/hna-to-sell-stake-in-hk-firm/,HNA to sell stake in HK firm,Corporate News,"Monday, 11 Mar 2019",,"HONG KONG: China’s HNA Group is selling a controlling stake in its Hong Kong-listed construction firm to Blackstone Group for HK$7.02bil (US$894.3mil), according to a regulatory filing, the latest asset disposal by the embattled Chinese conglomerate.Hong Kong International Construction Investment Management Group said in a filing late on Friday that Times Holdings II Ltd, a company controlled by Blackstone, has agreed to buy all the shares owned by HNA Group’s finance arm HNA Finance I, or 69.54% of the firm."
https://www.thestar.com.my/business/business-news/2019/03/11/etiqa-aims-to-sustain-growth/,Etiqa aims to sustain growth,Insurance,"Monday, 11 Mar 2019",,PETALING JAYA: Malayan Banking Bhd ’s insurance unit Etiqa aims to stay ahead of the market in terms of growth amid a challenging economic and operating environment.Etiqa Insurance and Takaful group CEO Kamaludin Ahmad (pic) told StarBiz that the insurance group on the whole grew by 17% in 2018 with new life/family business growing 19% and general business growing by 10%.
https://www.thestar.com.my/business/business-news/2019/03/11/zuraida-housing-policy-to-be-enhanced/,Zuraida: Housing policy to be enhanced,Property,"Monday, 11 Mar 2019",,"KUALA LUMPUR:  The National Housing Policy 2.0, which targets to build one million affordable homes within 10 years for the bottom 40 group (B40),  will be improved after feedback from industry players. (The National Housing Policy is targeting to build one million affordable homes within the next 10 years for the B40)"
https://www.thestar.com.my/business/business-news/2019/03/11/new-sensors-set-to-land-globetronics-more-customers/,New sensors set to land Globetronics more customers,Corporate News,"Monday, 11 Mar 2019",,"GEORGE TOWN: Globetronics Technology Bhd ’s new sensors will enlarge the group’s customer base by roping in several top Asian manufacturers of smartphones, wearable devices and automotive components.Group chief executive officer Datuk Heng Huck Lee told StarBiz that the sensors were on the final product qualification phase."
